2026-06-12 10:55:54 | INFO     | root | Logging initialized. Log file: logs\trading_bot_20260612_105554.log
2026-06-12 10:55:54 | INFO     | __main__ | Trading bot started
2026-06-12 10:55:54 | DEBUG    | bot.validators | Symbol validated: BTCUSDT
2026-06-12 10:55:54 | DEBUG    | bot.validators | Side validated: BUY
2026-06-12 10:55:54 | DEBUG    | bot.validators | Order type validated: MARKET
2026-06-12 10:55:54 | DEBUG    | bot.validators | Quantity validated: 0.001
2026-06-12 10:55:54 | DEBUG    | bot.validators | All params validated: symbol=BTCUSDT, side=BUY, type=MARKET, qty=0.001
2026-06-12 10:55:54 | INFO     | bot.client | BinanceClient initialized. Base URL: https://testnet.binancefuture.com
2026-06-12 10:55:54 | INFO     | bot.orders | Placing MARKET order: BUY 0.001 BTCUSDT
2026-06-12 10:55:54 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): testnet.binancefuture.com:443
2026-06-12 10:55:55 | DEBUG    | urllib3.connectionpool | https://testnet.binancefuture.com:443 "POST /fapi/v1/order HTTP/1.1" 200 None
2026-06-12 10:55:55 | INFO     | bot.orders | MARKET order success: orderId=14998026557, status=NEW
